Aachen	Aachenu
předurčit	předurčilo
předváděný	předváděné
předvádět	nepředvádí
předvádět	předváděcí
předvádět	předvádějí
předvádět	předváděli
předvádět	předváděny
předvádět	předvádí
předválečný	předválečných
předvedený	předvedené
předverdiovský	předverdiovské
předvést	předvedl
předvést	předvedly
předvídat	předvídá
předvídat	předvídal
předvídat	předvídala
předvídatelný	nepředvídatelné
předvolat	předvolán
předvolávat	předvolávají
předvolební	předvolebních
předvolební	předvolebního
předznamenat	předznamenal
předznamenat	předznamenalo
předznamenat	předznamenána
předznamenávat	předznamenává
preference	preferencí
preference	preferencích
preferovat	preferovány
preferovat	preferuje
pregnantnost	pregnantností
přeháňka	přeháňky
přehlasovat	přehlasováni
přehled	přehledem
přehlédnout	přehlédne
přehlédnout	přehlédnou
přehledný	nepřehledná
přehledný	nepřehledného
přehledný	nepřehledném
přehledný	nepřehlednými
přehlídka	přehlídek
přehlídka	přehlídkou
přehlídka	přehlídky
přehlížet	přehlížejí
přehlušit	přehlušen
přehnaný	přehnané
přehnaný	přehnaného
přehnaný	přehnanou
přehnaný	přehnaným
přehnat	přehnal
přehnat	přehnaly
přehodit	přehodil
přehodit	přehodila
přehoupnout	nepřehoupl
přehoz	přehozem
přehrada	přehradu
přehrát	přehráli
přehrávat	přehrával
přejet	přejel
přejezd	přejezdu
přejídat	přejídej
přejímat	přejímal
přejímat	přejímala
přejímat	přejímali
přejíst	nepřejí
přejíst	přejí
přejít	přejde
přejít	přešel
přejít	přešla
přejít	přešli
přejít	přešlo
přejít	přešly
přejmenování	přejmenováním
přejmenovat	přejmenován
přejmenovat	přejmenovány
přejmout	přejala
přejmout	přejaly
překážet	překážel
překážet	překážela
překazit	překazí
překazit	překazil
překážka	překážkách
překážka	překážkami
překážka	překážkou
překážka	překážku
překážka	překážky
překážkářský	překážkářské
překlad	překladem
překlad	překladu
překlad	překlady
překládat	nepřekládej
překládat	překládá
překládat	překládají
překládat	překládal
překládat	překládali
překladatelský	překladatelskou
překladový	překladové
překližka	překližkou
překonaný	překonaných
překonat	nepřekonáte
překonat	překonal
překonat	překonalo
překonat	překonán
překonat	překonána
překonat	překonány
překonatelný	nepřekonatelná
překonatelný	nepřekonatelné
překonatelný	nepřekonatelnou
překonávat	překonává
překonávat	překonávaly
překračovat	překračuji
překračovat	překračují
překrásný	překrásná
překrásný	překrásné
překrásný	překrásnou
překřížený	překříženýma
překročený	překročení
překročit	překročen
překročit	překročí
překročit	překročil
překročit	překročili
překročit	překročilo
překročitelný	překročitelné
překroucený	překroucené
překroucený	překroucení
překrucovat	překrucovali
překrucovat	překrucují
překrývaný	překrývaná
překrývat	překrýval
překulit	překulila
překupník	překupníci
překupník	překupníků
překvapení	překvapením
překvapený	překvapené
překvapený	překvapení
překvapit	překvapen
překvapit	překvapeni
překvapit	překvapí
překvapit	překvapil
překvapit	překvapila
překvapit	překvapilo
překvapit	překvapily
překvapivý	překvapivější
překvapovat	překvapuje
překvapující	překvapujícím
překvapující	překvapujícími
překypovat	překypuje
přelet	přeletu
přelétavý	přelétavá
přelétavý	přelétavé
přelom	přelomu
přelomit	přelom
přelomit	přelomil
přelomový	přelomovým
přeložený	přeložená
přeložený	přeložených
přeložit	přeložena
přeložit	přeloží
přeložit	přeložil
přeložitelný	nepřeložitelné
přelstít	přelstěn
přelud	přeludem
preludium	preludia
přemáhat	přemáhá
přemalovat	přemalován
přeměna	přeměně
přeměna	přeměnu
přeměna	přeměny
přeměňovat	přeměňován
premiér	premiéra
premiér	premiérem
premiér	premiéru
premiér	premiérů
premiér	premiéry
premiéra	premiér
premiéra	premiérách
premiéra	premiéře
premiéra	premiérou
premiéra	premiéru
premiéra	premiéry
premiérovat	premiérována
premiérův	premiérova
přemíra	přemírou
premisa	premise
přemístěný	přemístění
přemístit	přemístili
přemítat	přemítá
přemítat	přemítají
přemítý	přemítá
přemlouvat	přemlouvá
přemlouvat	přemlouvajíc
přemluvit	přemluví
přemluvit	přemluvil
přemnohý	přemnozí
přemnožený	přemnožená
přemoci	přemohl
přemoci	přemohla
přemoci	přemohli
přemoci	přemohlo
přemoci	přemožena
přemoci	přemůže
přemožitel	přemožitele
přemožitelný	nepřemožitelná
přemožitelný	nepřemožitelného
Přemysl	Přemysla
přemýšlení	přemýšlením
přemýšlený	přemýšlení
přemýšlet	nepřemýšlel
přemýšlet	nepřemýšlím
přemýšlet	přemýšlel
přemýšlet	přemýšlela
přemýšlet	přemýšlelo
přemýšlet	přemýšlí
přemýšlet	přemýšlím
přemýšlivost	přemýšlivosti
přenášet	přenášela
přenechat	přenechal
přenechávat	přenechává
přenesený	přenesení
přenést	nepřenese
přenést	přenese
přenést	přeneseni
přenést	přenesl
přenést	přeneslo
přenést	přenesly
přeorientovat	přeorientoval
přepadat	přepadají
přepadávat	přepadávala
přepadený	přepadení
přepadnout	přepadl
přepadnout	přepadla
přepadnout	přepadnou
preparát	preparátů
přepážka	přepážkami
přepážka	přepážku
přepis	přepisu
přepisovat	přepisovala
přepisovat	přepisována
přepisovat	přepisuje
přeplněný	přeplněná
přeplněný	přeplněné
přeplněný	přeplněnou
přeplněný	přeplněných
přeplnit	přeplnil
přepočíst	přepočteny
přepracovaný	přepracovaná
přepracovaný	přepracované
přepracovaný	přepracovanému
přepracovat	přepracoval
přepracovávat	přepracovával
přepravit	přepravil
přepsaný	nepřepsané
přepsat	přepište
přepsat	přepsána
přepsat	přepsány
přepych	přepychu
přepychový	přepychové
přepychový	přepychových
přeražený	přeražená
přeražený	přeražené
přerazit	přerazil
přerazit	přerazili
přerazit	přerazím
přeřezat	přeřežou
přeříkávat	přeříkával
přerod	přerodu
přerostlý	přerostlého
Přerov	Přerově
přerovský	přerovského
přerozdělený	přerozdělení
přerušený	přerušená
přerušený	přerušení
přerušit	nepřeruší
přerušit	nepřerušil
přerušit	přerušena
přerušit	přerušeno
přerušit	přeruší
přerušit	přerušil
přerušit	přerušila
přerušit	přerušili
přerušovat	přerušoval
přerušovat	přerušovala
přerušovat	přerušuje
přerůst	přerostl
přerůstat	přerůstá
přervat	přerváno
přes	přese
přesáhnout	přesáhl
přesáhnout	přesáhne
přesáhnout	přesáhnou
přesahovat	nepřesahuje
přesahovat	přesahuje
přesáhovat	přesáhuje
přesahující	přesahujícím
přešetřit	přešetřil
presidentův	presidentovi
přesídlený	přesídlení
přesila	přesile
přesilovka	přesilovce
přesilovka	přesilovku
přesilovka	přesilovky
přeskáčka	přeskáčku
přeskakující	přeskakujícím
přeskočit	přeskočil
přeskočit	přeskočila
přeskočit	přeskočili
přeškolování	přeškolováním
přeskupit	přeskupila
přesně	přesněji
přesnost	přesnosti
přesnost	přesností
přesný	nepřesné
přesný	nepřesnému
přesný	přesné
přesný	přesnější
přesný	přesnějšími
přesný	přesném
přesný	přesným
Presta	Presty
přestáný	přestání
přestat	nepřestal
přestat	přestal
přestat	přestala
přestat	přestalo
přestat	přestaly
přestat	přestaň
přestat	přestane
přestat	přestaneme
přestávat	nepřestávali
přestávat	přestává
přestavba	přestavby
přestávka	přestávce
přestávka	přestávek
přestávka	přestávkami
přestávka	přestávku
přestávka	přestávky
přestěhovat	přestěhuje
prestiž	prestiže
prestižní	prestižních
prestižní	prestižního
prestonský	prestonská
prestonský	prestonské
prestonský	prestonského
prestonský	prestonském
prestonský	prestonskému
prestonský	prestonskou
prestonský	prestonských
prestonský	prestonským
prestonský	prestonskými
přestoupení	přestoupením
přestoupit	přestoupil
přestřelka	přestřelce
přestřelka	přestřelky
přestrojený	přestrojení
přestrojit	přestrojena
přestrojit	přestrojí
přestrojit	přestrojil
přestupek	přestupku
přestupovat	nepřestupuje
přesun	přesunu
přesun	přesuny
přesunout	přesunu
přesunout	přesunuli
přesunout	přesunuly
přesunout	přesunuto
přesvědčený	přesvědčení
přesvědčit	přesvědčen
přesvědčit	přesvědčena
přesvědčit	přesvědčeni
přesvědčit	přesvědčeno
přesvědčit	přesvědčí
přesvědčit	přesvědčil
přesvědčit	přesvědčily
přesvědčivost	přesvědčivosti
přesvědčivý	nepřesvědčivé
přesvědčovat	přesvědčovala
přesvědčovat	přesvědčuje
přesvědčovat	přesvědčujeme
přesvědčovat	přesvědčuješ
přesvědčovat	přesvědčují
přetáhnout	přetáhl
přetékat	přetékaly
přetínat	přetíná
přetížený	nepřetíženou
přetnout	přeťali
přetrhnout	přetrhl
přetrvat	přetrvá
přetrvat	přetrval
přetrvávat	přetrvávají
přetrvávat	přetrvávala
přetvářet	přetváří
přetvařovat	nepřetvařuje
přetvořit	přetvořena
přetvořit	přetvoříme
převádět	převádějí
převádět	převádí
převaha	převahy
převalit	převalil
převalit	převalila
převalovat	převaluje
převážný	převážné
převažovat	převažovala
převažovat	převažuje
převažovat	převažují
převažující	převažujícím
prevence	prevenci
preventivní	preventivních
převést	převedeme
převést	převedl
převést	převedla
převezený	převezení
převézt	převezen
převézt	převezena
převézt	převezl
převézt	převezme
převládat	převládá
převládat	převládala
převládnout	převládl
převládnout	převládlo
převládnout	převládly
převlečený	převlečená
převlečený	převlečení
převlečený	převlečenou
převlečený	převlečených
převlečený	převlečeným
převléci	převlečen
převléci	převlečeni
převléci	převleku
převlek	převlecích
převlek	převleku
převlek	převleky
převlékat	převléká
převléknout	převlékl
převléknout	převlékly
převod	převodu
převod	převodů
převod	převody
převoditelný	převoditelných
Prévost	Prévosta
převoz	převozu
převozník	převozníka
převrat	převratech
převrat	převratu
převrátit	převrátil
převrátit	převrátily
převtělený	převtělení
převychovat	převychová
převýšit	převýšil
převýšit	převýšila
převyšovat	převyšovaly
převyšovat	převyšuje
převyšovat	převyšují
převzetí	převzetím
převzít	převezme
převzít	převzal
převzít	převzala
převzít	převzali
převzít	převzalo
převzít	převzat
přezdívaný	přezdívaného
přezdívat	přezdívají
přezdívat	přezdíval
přezdívka	přezdívkami
prezentovaný	prezentovaná
prezervativ	prezervativu
prezident	presidentovi
prezident	prezidenta
prezident	prezidentem
prezident	prezidenti
prezident	prezidentovi
prezident	prezidentu
prezident	prezidentů
prezidentka	prezidentky
prezidentský	prezidentské
prezidentský	prezidentského
prezidentský	prezidentském
prezidentský	prezidentskou
prezidentský	prezidentských
prezidentský	prezidentským
prezidentský	prezidentskými
prezidentův	prezidentova
prezidentův	prezidentově
prezidentův	prezidentovi
prezidentův	prezidentovo
prezidentův	prezidentovou
prezidentův	prezidentovu
prezidentův	prezidentovy
prezidentův	prezidentových
prezidentův	prezidentovým
přezírat	přezíral
přežít	nepřežije
přežít	přežije
přežít	přežijí
přežít	přežil
přežít	přežila
přežít	přežili
přežít	přežilo
přežít	přežily
přežitý	přežití
přežívat	přežívá
přežívat	přežívají
přežívat	přežívali
přežívat	přežívaly
přezka	přezky
přežvýkavec	přežvýkavci
Priamos	Priama
Priamův	Priamova
příběh	příběhem
příběh	příběhu
příběh	příběhů
příběh	příběhy
přiběhnout	přiběhl
přiběhnout	přiběhne
přibíhat	přibíhá
přibíjet	přibíjel
přibít	přibil
přiblížit	nepřiblíží
přiblížit	nepřiblížily
přiblížit	přiblíží
přiblížit	přiblížil
přiblížit	přiblížila
přiblížit	přiblížili
přibližný	přibližnou
přibližovat	přibližoval
přibližovat	přibližovala
přibližovat	přibližovalo
přibližovat	přibližovaly
přibližovat	přibližuje
přibouchnout	přibouchly
přibouchnout	přibouchne
příbuzná	příbuzné
příbuzná	příbuzným
příbuzný	příbuzné
příbuzný	příbuzného
příbuzný	příbuzných
příbuzný	příbuzným
přibýt	nepřibyla
přibýt	přibude
přibýt	přibudou
přibýt	přibyde
přibýt	přibyla
přibýt	přibylo
přibývající	přibývajícím
přibývat	přibývá
přičarovat	přičaroval
přicestovat	přicestoval
příčetný	nepříčetného
přicházející	přicházejících
přicházet	nepřicházela
přicházet	nepřichází
přicházet	přicházejí
přicházet	přicházel
přicházet	přicházela
přicházet	přicházeli
přicházet	přicházelo
přicházet	přicházely
přicházet	přichází
přicházet	přicházíte
příchod	příchodem
příchod	příchodu
příchuť	příchutí
přichvátat	přichvátá
přičichnout	přičichl
přičichnout	přičichla
příčina	příčin
příčina	příčině
příčina	příčinou
příčina	příčinu
příčina	příčiny
přičinění	přičiněním
přičiněný	přičinění
přičinit	přičiň
příčit	příčí
příčit	příčila
přičítat	přičítají
přičítat	přičítána
příď	přídi
přidání	přidáním
přidaný	přidané
přidat	přidal
přidat	přidala
přidat	přidaly
přidat	přidán
přidávat	přidává
přidávat	přidával
přidávat	přidáváme
přídavný	přídavná
přídavný	přídavné
přídavný	přídavných
přídech	přídechem
příděl	přídělu
příděl	příděly
přidělávat	přidělávaly
přidělený	přidělených
přidělit	přiděleny
přidělit	přidělili
přídělový	přídělových
přídomek	přídomku
přidružený	přidruženého
přidružený	přidruženým
přidržet	přidržel
přidržovat	přidržuje
přihlášený	přihlášené
